,Reactions,Rules,delta G,delta H,delta S,H_reactant_sum,H_product_sum,S_reactant_sum,S_product_sum,R_1,R_2,R_3,P_1,P_2,P_3,R1_Num_of_C,R1_Num_of_db,R1_Num_of_aro,R1_Num_of_cyc,R1_Atypical_aro,P1_Num_of_aro,P1_Num_of_cyc,P1_Atypical_aro,deH_in_cyc,deH_+aromatic,Groups
3404,C1(=CC)C(C=C)C=CC=C1.[HH]>>C(=C)C1C(=CC)C=CCC1,Hydrogenation,-42.835506540477525,-79.8623867976712,-124.18876490757566,-1020494.1045738712,-1020573.9669606689,529.9965915390112,405.80782663143555,C1(=CC)C(C=C)C=CC=C1,[HH],,C(=C)C1C(=CC)C=CCC1,,,10,4,0,1,0,0,1,0,0,0,D
3405,C1(=CC)C(C=C)C=CC=C1.[HH]>>C(=C)C1C(=CC)CCC=C1,Hydrogenation,-17.10056230028176,-53.417485140496865,-121.80755606310618,-1020494.1045738712,-1020547.5220590117,529.9965915390112,408.18903547590503,C1(=CC)C(C=C)C=CC=C1,[HH],,C(=C)C1C(=CC)CCC=C1,,,10,4,0,1,0,0,1,0,0,0,D
3406,C(=C)Cc1c(cccc1)C.[HH]>>C=C.c1(c(cccc1)C)C,Hydrogenolysis,-38.48178669614855,-23.20217016618699,51.24808495710738,-1020593.4297407841,-1020616.6319109503,518.3398378457576,569.587922802865,C(=C)Cc1c(cccc1)C,[HH],,C=C,c1(c(cccc1)C)C,,10,1,1,1,0,0,0,0,0,-1,D
3407,C(=C)Cc1c(cccc1)C.[HH]>>c1(c(CCC)cccc1)C,Hydrogenation,-84.21203291890507,-118.64601369947195,-115.4921374494948,-1020593.4297407841,-1020712.0757544836,518.3398378457576,402.84770039626284,C(=C)Cc1c(cccc1)C,[HH],,c1(c(CCC)cccc1)C,,,10,1,1,1,0,1,1,0,0,0,D
3408,C1(=CCC=C)C=CC=CC1.[HH]>>C1(=C)C=CC=CC1.C(=C)C,Hydrogenolysis,-44.76886354844113,-26.033351203543134,62.83921631694784,-1020485.5420486361,-1020511.5753998397,531.9706966867735,594.8099130037214,C1(=CCC=C)C=CC=CC1,[HH],,C1(=C)C=CC=CC1,C(=C)C,,10,4,0,1,0,0,1,0,0,0,D
3409,C1(=CCC=C)C=CC=CC1.[HH]>>C1(=CC)C=CC=CC1.C=C,Hydrogenolysis,-40.192898387078245,-27.69049118005205,41.933279245434164,-1020485.5420486361,-1020513.2325398162,531.9706966867735,573.9039759322077,C1(=CCC=C)C=CC=CC1,[HH],,C1(=CC)C=CC=CC1,C=C,,10,4,0,1,0,0,1,0,0,0,D
3410,C1(=CCC=C)C=CC=CC1.[HH]>>C1(C=CC=CC1)CCC=C,Hydrogenation,-32.872738323427484,-66.5585550168762,-112.98278280546276,-1020485.5420486361,-1020552.100603653,531.9706966867735,418.98791388131076,C1(=CCC=C)C=CC=CC1,[HH],,C1(C=CC=CC1)CCC=C,,,10,4,0,1,0,0,1,0,0,0,D
3411,C1(=CCC=C)C=CC=CC1.[HH]>>C1(=CCCC)C=CC=CC1,Hydrogenation,-87.84058813782924,-123.09473413601518,-118.24298506854245,-1020485.5420486361,-1020608.6367827721,531.9706966867735,413.72771161823107,C1(=CCC=C)C=CC=CC1,[HH],,C1(=CCCC)C=CC=CC1,,,10,4,0,1,0,0,1,0,0,0,D
3412,C1(=CCC=C)C=CC=CC1.[HH]>>C1(=CCC=C)CCC=CC1,Hydrogenation,-19.80400341709663,-55.27569129841868,-118.97262411981234,-1020485.5420486361,-1020540.8177399345,531.9706966867735,412.9980725669612,C1(=CCC=C)C=CC=CC1,[HH],,C1(=CCC=C)CCC=CC1,,,10,4,0,1,0,0,1,0,0,0,D
3413,C1(=CCC=C)C=CC=CC1.[HH]>>C1(=CCC=C)C=CCCC1,Hydrogenation,-38.87333464014928,-74.48192974342965,-119.431813192287,-1020485.5420486361,-1020560.0239783796,531.9706966867735,412.5388834944865,C1(=CCC=C)C=CC=CC1,[HH],,C1(=CCC=C)C=CCCC1,,,10,4,0,1,0,0,1,0,0,0,D
3414,C1(=C)C(C=CC=C1)CC>>C1(=C)C(=CC)C=CC=C1.[HH],Dehydrogenation,39.25056664274303,84.00224408728536,150.09786162851697,-917600.358718032,-917516.3564739447,368.64694089411023,518.7448025226272,C1(=C)C(C=CC=C1)CC,,,C1(=C)C(=CC)C=CC=C1,[HH],,9,3,0,1,0,1,1,1,1,1,B
3415,C1(=C)C(C=CC=C1)CC>>C1(=C)C(C=C)C=CC=C1.[HH],Dehydrogenation,79.83453088923923,120.75941647565924,137.26273884427303,-917600.358718032,-917479.5993015564,368.64694089411023,505.90967973838326,C1(=C)C(C=CC=C1)CC,,,C1(=C)C(C=C)C=CC=C1,[HH],,9,3,0,1,0,0,1,0,0,0,A
3416,C1(=C)C(C=CC=C1)CC.[HH]>>C1(=C)C(C=CC=C1)C.C,Hydrogenolysis,-56.14572392971394,-46.396601596614346,32.69871652892704,-920655.867606782,-920702.2642083786,499.32694089411024,532.0256574230373,C1(=C)C(C=CC=C1)CC,[HH],,C1(=C)C(C=CC=C1)C,C,,9,3,0,1,0,0,1,0,0,0,D
3417,C1(=C)C(C=CC=C1)CC.[HH]>>C1=CC(C(C=C1)CC)C,Hydrogenation,-54.36324305887096,-87.65043531556148,-111.6457898933105,-920655.867606782,-920743.5180420976,499.32694089411024,387.68115100079973,C1(=C)C(C=CC=C1)CC,[HH],,C1=CC(C(C=C1)CC)C,,,9,3,0,1,0,0,1,0,0,0,D
3418,C1(=C)C(C=CC=C1)CC.[HH]>>C1(=C)C(CC)CCC=C1,Hydrogenation,-42.96526007145311,-79.37081277614925,-122.10482208517908,-920655.867606782,-920735.2384195582,499.32694089411024,377.22211880893116,C1(=C)C(C=CC=C1)CC,[HH],,C1(=C)C(CC)CCC=C1,,,9,3,0,1,0,0,1,0,0,0,D
3419,C1(=C)C(C=CC=C1)CC.[HH]>>C1(=C)C(C=CCC1)CC,Hydrogenation,-25.293662008012667,-60.45952544454485,-117.94688390586009,-920655.867606782,-920716.3271322266,499.32694089411024,381.38005698825015,C1(=C)C(C=CC=C1)CC,[HH],,C1(=C)C(C=CCC1)CC,,,9,3,0,1,0,0,1,0,0,0,D
3420,c1(ccccc1)CCC>>c1(ccccc1)C=CC.[HH],Dehydrogenation,71.2198220004646,108.71383949287701,125.75555087175053,-917700.7270909275,-917592.0132514347,382.78739669100753,508.54294756275806,c1(ccccc1)CCC,,,c1(ccccc1)C=CC,[HH],,9,0,1,1,0,1,1,0,0,0,A
3421,c1(ccccc1)CCC>>c1(ccccc1)CC=C.[HH],Dehydrogenation,89.21483129726188,124.42305547278374,118.08896252061669,-917700.7270909275,-917576.3040354548,382.78739669100753,500.8763592116242,c1(ccccc1)CCC,,,c1(ccccc1)CC=C,[HH],,9,0,1,1,0,1,1,0,0,0,A
3422,c1(ccccc1)CCC.[HH]>>c1(ccccc1)C.CC,Hydrogenolysis,-47.75398318664621,-34.61369810428005,44.072732122643515,-920756.2359796775,-920790.8496777818,513.4673966910075,557.540128813651,c1(ccccc1)CCC,[HH],,c1(ccccc1)C,CC,,9,0,1,1,0,1,1,0,0,0,D
3423,c1(ccccc1)CCC.[HH]>>c1(CC)ccccc1.C,Hydrogenolysis,-55.05646050179809,-47.21112307230942,26.31339067411932,-920756.2359796775,-920803.4471027498,513.4673966910075,539.7807873651268,c1(ccccc1)CCC,[HH],,c1(CC)ccccc1,C,,9,0,1,1,0,1,1,0,0,0,D
3424,C1(=CC=CCC1C)C=C>>C(=C)c1c(cccc1)C.[HH],Dehydrogenation,-40.30295901160161,-2.0705204166006297,128.2322273855475,-917582.542432386,-917584.6129528026,375.6565259057634,503.8887532913109,C1(=CC=CCC1C)C=C,,,C(=C)c1c(cccc1)C,[HH],,9,3,0,1,0,1,1,0,1,1,D
3425,C1(=CC=CCC1C)C=C>>C1(=C)C(=CC=CC1)C=C.[HH],Dehydrogenation,60.35318438906974,99.84014664567076,132.4399203642496,-917582.542432386,-917482.7022857403,375.6565259057634,508.09644627001296,C1(=CC=CCC1C)C=C,,,C1(=C)C(=CC=CC1)C=C,[HH],,9,3,0,1,0,0,1,0,0,0,B
3426,C1(=CC=CCC1C)C=C.[HH]>>C1(C(C=C)CC=CC1)C,Hydrogenation,-51.51908869469485,-85.93703355360776,-115.43835270472215,-920638.051321136,-920723.9883546896,506.3365259057634,390.89817320104123,C1(=CC=CCC1C)C=C,[HH],,C1(C(C=C)CC=CC1)C,,,9,3,0,1,0,0,1,0,0,0,D
3427,C1(=CC=CCC1C)C=C.[HH]>>C1(=CCCCC1C)C=C,Hydrogenation,-53.852768846903054,-93.02770052128471,-131.39336466336295,-920638.051321136,-920731.0790216572,506.3365259057634,374.94316124240044,C1(=CC=CCC1C)C=C,[HH],,C1(=CCCCC1C)C=C,,,9,3,0,1,0,0,1,0,0,0,D
3428,C1(=CC=CCC1C)C=C.[HH]>>C1(=CC=CCC1C)CC,Hydrogenation,-78.99275096395365,-112.47180475096684,-112.28929661919568,-920638.051321136,-920750.5231258869,506.3365259057634,394.0472292865677,C1(=CC=CCC1C)C=C,[HH],,C1(=CC=CCC1C)CC,,,9,3,0,1,0,0,1,0,0,0,D
3429,C1(=CC=C)C=CCCC1>>C1(=CC=C)C=CC=CC1.[HH],Dehydrogenation,40.32611663478903,74.64486136531923,115.10563384380413,-917576.9738788576,-917502.3290174922,384.62866681576565,499.7343006595698,C1(=CC=C)C=CCCC1,,,C1(=CC=C)C=CC=CC1,[HH],,9,3,0,1,0,0,1,0,1,0,B
3430,C1(=CC=C)C=CCCC1>>C1(=CC=C)C=CCC=C1.[HH],Dehydrogenation,47.98244751014544,85.01423673005775,124.20522964921116,-917576.9738788576,-917491.9596421275,384.62866681576565,508.8338964649768,C1(=CC=C)C=CCCC1,,,C1(=CC=C)C=CCC=C1,[HH],,9,3,0,1,0,0,1,0,1,0,B
3431,C1(=CC=C)C=CCCC1.[HH]>>C1(=C)C=CCCC1.C=C,Hydrogenolysis,-8.974736181400743,0.9996476152446121,33.454247179759705,-920632.4827676076,-920631.4831199923,515.3086668157657,548.7629139955254,C1(=CC=C)C=CCCC1,[HH],,C1(=C)C=CCCC1,C=C,,9,3,0,1,0,0,1,0,0,0,C
3432,C1(=CC=C)C=CCCC1.[HH]>>C(=C)CC1C=CCCC1,Hydrogenation,-41.818653091428025,-81.77198736194987,-134.00413976361511,-920632.4827676076,-920714.2547549695,515.3086668157657,381.3045270521506,C1(=CC=C)C=CCCC1,[HH],,C(=C)CC1C=CCCC1,,,9,3,0,1,0,0,1,0,0,0,D
3433,C1(=CC=C)C=CCCC1.[HH]>>C1(=CCC)C=CCCC1,Hydrogenation,-65.19766990845537,-102.45932221284602,-124.9761942122779,-920632.4827676076,-920734.9420898204,515.3086668157657,390.3324726034878,C1(=CC=C)C=CCCC1,[HH],,C1(=CCC)C=CCCC1,,,9,3,0,1,0,0,1,0,0,0,D
3434,C1(=CC=C)C=CCCC1.[HH]>>C1(=CC=C)CCCCC1,Hydrogenation,-50.72573007582825,-88.60605325491633,-127.05122649367127,-920632.4827676076,-920721.0888208625,515.3086668157657,388.25744032209445,C1(=CC=C)C=CCCC1,[HH],,C1(=CC=C)CCCCC1,,,9,3,0,1,0,0,1,0,0,0,D
3435,C1(=C)C=CC=CC1.[HH]>>C1(C=CC=CC1)C,Hydrogenation,-42.40725552797923,-78.80827129387762,-122.08960511788831,-714633.2478255252,-714712.0560968191,460.37647985182,338.2868747339317,C1(=C)C=CC=CC1,[HH],,C1(C=CC=CC1)C,,,7,3,0,1,0,0,1,0,0,0,D
3436,C1(=C)C=CC=CC1.[HH]>>C1(=C)CCC=CC1,Hydrogenation,-26.28239591127948,-65.55478752404451,-131.72024689842374,-714633.2478255252,-714698.8026130493,460.37647985182,328.6562329533963,C1(=C)C=CC=CC1,[HH],,C1(=C)CCC=CC1,,,7,3,0,1,0,0,1,0,0,0,D
3437,C1(=C)C=CC=CC1.[HH]>>C1(=C)C=CCCC1,Hydrogenation,-42.101010979633294,-81.13000248244498,-130.90387892943716,-714633.2478255252,-714714.3778280077,460.37647985182,329.47260092238287,C1(=C)C=CC=CC1,[HH],,C1(=C)C=CCCC1,,,7,3,0,1,0,0,1,0,0,0,D
3438,C1(=CC)C=CC=CC1.[HH]>>C1(=C)C=CC=CC1.C,Hydrogenolysis,-47.671667726311135,-38.57358871179167,30.515106538720318,-817651.6361365815,-817690.2097252933,485.29366285906514,515.8087693977855,C1(=CC)C=CC=CC1,[HH],,C1(=C)C=CC=CC1,C,,8,3,0,1,0,0,1,0,0,0,D
3439,C1(=CC)C=CC=CC1.[HH]>>C1=CC(CC)CC=C1,Hydrogenation,-34.550672972893864,-69.98495684110094,-118.84717044510171,-817651.6361365815,-817721.6210934226,485.29366285906514,366.4464924139634,C1(=CC)C=CC=CC1,[HH],,C1=CC(CC)CC=C1,,,8,3,0,1,0,0,1,0,0,0,D
3440,C1(=CC)C=CC=CC1.[HH]>>C1(=CC)CCC=CC1,Hydrogenation,-22.668906070366177,-57.685747157083824,-117.44706049544743,-817651.6361365815,-817709.3218837386,485.29366285906514,367.8466023636177,C1(=CC)C=CC=CC1,[HH],,C1(=CC)CCC=CC1,,,8,3,0,1,0,0,1,0,0,0,D
3441,C1(=CC)C=CC=CC1.[HH]>>C1(=CC)C=CCCC1,Hydrogenation,-41.07597838360401,-77.49653954885434,-122.1551607085371,-817651.6361365815,-817729.1326761304,485.29366285906514,363.13850215052804,C1(=CC)C=CC=CC1,[HH],,C1(=CC)C=CCCC1,,,8,3,0,1,0,0,1,0,0,0,D
3442,c1(c(CC)cccc1)C>>C(=C)c1c(cccc1)C.[HH],Dehydrogenation,81.71726761902636,120.95644793531392,131.60885566422127,-917705.5694007379,-917584.6129528026,372.2798976270896,503.8887532913109,c1(c(CC)cccc1)C,,,C(=C)c1c(cccc1)C,[HH],,9,0,1,1,0,1,1,0,0,0,A
3443,c1(c(CC)cccc1)C.[HH]>>c1(c(cccc1)C)C.C,Hydrogenolysis,-60.89223598741666,-50.91911799588706,33.450001648598345,-920761.0782894879,-920811.9974074838,502.9598976270896,536.409899275688,c1(c(CC)cccc1)C,[HH],,c1(c(cccc1)C)C,C,,9,0,1,1,0,1,1,0,0,0,D
3444,C1(=CC)C(C=CC=C1)C>>C1(=C)C(=CC)C=CC=C1.[HH],Dehydrogenation,53.49810136230677,93.21901821857318,133.22460793649645,-917609.5754921633,-917516.3564739447,385.52019458613074,518.7448025226272,C1(=CC)C(C=CC=C1)C,,,C1(=C)C(=CC)C=CC=C1,[HH],,9,3,0,1,0,1,1,1,1,1,B
3445,C1(=CC)C(C=CC=C1)C.[HH]>>C1(=C)C(C=CC=C1)C.C,Hydrogenolysis,-41.89818921015022,-37.179827465326525,15.825462836906581,-920665.0843809133,-920702.2642083786,516.2001945861307,532.0256574230373,C1(=CC)C(C=CC=C1)C,[HH],,C1(=C)C(C=CC=C1)C,C,,9,3,0,1,0,0,1,0,0,0,D
3446,C1(=CC)C(C=CC=C1)C.[HH]>>C1=CC(C(C=C1)CC)C,Hydrogenation,-40.11570833930724,-78.43366118427366,-128.51904358533096,-920665.0843809133,-920743.5180420976,516.2001945861307,387.68115100079973,C1(=CC)C(C=CC=C1)C,[HH],,C1=CC(C(C=C1)CC)C,,,9,3,0,1,0,0,1,0,0,0,D
3447,C1(=CC)C(C=CC=C1)C.[HH]>>C1(=CC)C(CCC=C1)C,Hydrogenation,-38.9381823523368,-77.43610467202961,-129.1226641613041,-920665.0843809133,-920742.5204855853,516.2001945861307,387.0775304248266,C1(=CC)C(C=CC=C1)C,[HH],,C1(=CC)C(CCC=C1)C,,,9,3,0,1,0,0,1,0,0,0,D
3448,C1(=CC)C(C=CC=C1)C.[HH]>>C1(=CC)C(C=CCC1)C,Hydrogenation,-18.76774487134943,-56.54924826021306,-126.71978329318677,-920665.0843809133,-920721.6336291735,516.2001945861307,389.4804112929439,C1(=CC)C(C=CC=C1)C,[HH],,C1(=CC)C(C=CCC1)C,,,9,3,0,1,0,0,1,0,0,0,D
3449,C1(=CC=CCC1)C=CC>>c1(ccccc1)C=CC.[HH],Dehydrogenation,-42.799368431341094,-7.72237507335376,117.6488122018693,-917584.2908763613,-917592.0132514347,390.89413536088875,508.54294756275806,C1(=CC=CCC1)C=CC,,,c1(ccccc1)C=CC,[HH],,9,3,0,1,0,1,1,0,1,1,D
3450,C1(=CC=CCC1)C=CC.[HH]>>C1(=CC=CCC1)C=C.C,Hydrogenolysis,-41.30666039180559,-33.45702523458749,26.327805323555594,-920639.7997651113,-920673.2567903459,521.5741353608887,547.9019406844443,C1(=CC=CCC1)C=CC,[HH],,C1(=CC=CCC1)C=C,C,,9,3,0,1,0,0,1,0,0,0,D
3451,C1(=CC=CCC1)C=CC.[HH]>>C1(CCC=CC1)C=CC,Hydrogenation,-43.30745126817627,-81.10962169675622,-126.78910088405149,-920639.7997651113,-920720.909386808,521.5741353608887,394.7850344768372,C1(=CC=CCC1)C=CC,[HH],,C1(CCC=CC1)C=CC,,,9,3,0,1,0,0,1,0,0,0,D
3452,C1(=CC=CCC1)C=CC.[HH]>>C1(=CCCCC1)C=CC,Hydrogenation,-58.219848814234744,-96.3791246865876,-127.98683841137972,-920639.7997651113,-920736.1788897979,521.5741353608887,393.587296949509,C1(=CC=CCC1)C=CC,[HH],,C1(=CCCCC1)C=CC,,,9,3,0,1,0,0,1,0,0,0,D
3453,C1(=CC=CCC1)C=CC.[HH]>>C1(=CC=CCC1)CCC,Hydrogenation,-58.45179236024785,-93.9686214197427,-119.12402837328477,-920639.7997651113,-920733.768386531,521.5741353608887,402.45010698760393,C1(=CC=CCC1)C=CC,[HH],,C1(=CC=CCC1)CCC,,,9,3,0,1,0,0,1,0,0,0,D
3454,C1(=CCC)C=CC=CC1>>C1(=CC=C)C=CC=CC1.[HH],Dehydrogenation,64.36876902259945,98.54102276987396,114.61430067843202,-917600.8700402621,-917502.3290174922,385.11999998113777,499.7343006595698,C1(=CCC)C=CC=CC1,,,C1(=CC=C)C=CC=CC1,[HH],,9,3,0,1,0,0,1,0,0,0,B
3455,C1(=CCC)C=CC=CC1.[HH]>>C1(=C)C=CC=CC1.CC,Hydrogenolysis,-39.48844185722682,-27.080584547831677,41.616157334882246,-920656.3789290121,-920683.4595135599,515.7999999811377,557.41615731602,C1(=CCC)C=CC=CC1,[HH],,C1(=C)C=CC=CC1,CC,,9,3,0,1,0,0,1,0,0,0,D
3456,C1(=CCC)C=CC=CC1.[HH]>>C1(=CC)C=CC=CC1.C,Hydrogenolysis,-59.65078005271248,-52.21910733752884,24.925952423892795,-920656.3789290121,-920708.5980363496,515.7999999811377,540.7259524050305,C1(=CCC)C=CC=CC1,[HH],,C1(=CC)C=CC=CC1,C,,9,3,0,1,0,0,1,0,0,0,D
3457,C1(=CCC)C=CC=CC1.[HH]>>C1(C=CC=CC1)CCC,Hydrogenation,-33.79521740042271,-69.02390178118367,-118.15758638524557,-920656.3789290121,-920725.4028307933,515.7999999811377,397.64241359589215,C1(=CCC)C=CC=CC1,[HH],,C1(C=CC=CC1)CCC,,,9,3,0,1,0,0,1,0,0,0,D
3458,C1(=CCC)C=CC=CC1.[HH]>>C1(=CCC)CCC=CC1,Hydrogenation,-21.03307620963419,-56.06788652401883,-117.50732958036104,-920656.3789290121,-920712.4468155361,515.7999999811377,398.2926704007767,C1(=CCC)C=CC=CC1,[HH],,C1(=CCC)CCC=CC1,,,9,3,0,1,0,0,1,0,0,0,D
3459,C1(=CCC)C=CC=CC1.[HH]>>C1(=CCC)C=CCCC1,Hydrogenation,-41.15501752064497,-78.56316080829129,-125.4675273776499,-920656.3789290121,-920734.9420898204,515.7999999811377,390.3324726034878,C1(=CCC)C=CC=CC1,[HH],,C1(=CCC)C=CCCC1,,,9,3,0,1,0,0,1,0,0,0,D
3460,C(=C)C=CCC=CC=C.[HH]>>C=C.C(=C)CC=CC=C,Hydrogenolysis,-15.128250179685354,-4.217779625556432,36.593897548646396,-920536.499563977,-920540.7173436026,548.1449125155668,584.7388100642132,C(=C)C=CCC=CC=C,[HH],,C=C,C(=C)CC=CC=C,,9,4,0,0,0,0,0,0,0,0,D
3461,C(=C)C=CCC=CC=C.[HH]>>C(=C)C=C.C(=C)C=CC,Hydrogenolysis,-45.74300088073235,-30.148150172899477,52.30538557046077,-920536.499563977,-920566.6477141499,548.1449125155668,600.4502980860276,C(=C)C=CCC=CC=C,[HH],,C(=C)C=C,C(=C)C=CC,,9,4,0,0,0,0,0,0,0,0,D
3462,C(=C)C=CCC=CC=C.[HH]>>C(=C)C=CCC=CCC,Hydrogenation,-71.47324525174992,-107.2628721781075,-120.03899690208817,-920536.499563977,-920643.7624361551,548.1449125155668,428.10591561347866,C(=C)C=CCC=CC=C,[HH],,C(=C)C=CCC=CCC,,,9,4,0,0,0,0,0,0,0,0,D
3463,C(=C)C=CCC=CC=C.[HH]>>C(=C)CCCC=CC=C,Hydrogenation,-65.73686038571881,-105.87652589334175,-134.62909779514655,-920536.499563977,-920642.3760898703,548.1449125155668,413.5158147204203,C(=C)C=CCC=CC=C,[HH],,C(=C)CCCC=CC=C,,,9,4,0,0,0,0,0,0,0,0,D
3464,C(=C)C=CCC=CC=C>>C1(=C)C(=CCC=C1)C=C.[HH],CyclizationA,-3.0314778017319988,23.19143543962855,87.95208197672497,-917480.990675227,-917457.7992397874,417.46491251556677,505.41699449229174,C(=C)C=CCC=CC=C,,,C1(=C)C(=CCC=C1)C=C,[HH],,9,4,0,0,0,0,0,0,0,0,C
3465,C(=C)C=CCC=CC=C>>C1(=CC=C)C=CC=CC1.[HH],CyclizationA,-45.86696034036045,-21.338342265225947,82.26938814400302,-917480.990675227,-917502.3290174922,417.46491251556677,499.7343006595698,C(=C)C=CCC=CC=C,,,C1(=CC=C)C=CC=CC1,[HH],,9,4,0,0,0,0,0,0,0,0,D
3466,C1(=CC=CCC1=CC=C)C.[HH]>>C1(=C)C(=CC=CC1)C.C=C,Hydrogenolysis,-8.083786083213898,5.551026943023317,45.73138697379579,-1020518.2378351911,-1020512.686808248,526.0872154970432,571.818602470839,C1(=CC=CCC1=CC=C)C,[HH],,C1(=C)C(=CC=CC1)C,C=C,,10,4,0,1,0,0,1,0,0,0,C
3467,C1(=CC=CCC1=CC=C)C.[HH]>>C1(=CC=C)C(CC=CC1)C,Hydrogenation,-7.002443288459624,-42.57171478879172,-119.29992118172765,-1020518.2378351911,-1020560.8095499799,526.0872154970432,406.78729431531553,C1(=CC=CCC1=CC=C)C,[HH],,C1(=CC=C)C(CC=CC1)C,,,10,4,0,1,0,0,1,0,0,0,D
3468,C1(=CC=CCC1=CC=C)C.[HH]>>C1(=CCCCC1=CC=C)C,Hydrogenation,-34.38497189452254,-71.22301158262417,-123.55539053530646,-1020518.2378351911,-1020589.4608467737,526.0872154970432,402.53182496173673,C1(=CC=CCC1=CC=C)C,[HH],,C1(=CCCCC1=CC=C)C,,,10,4,0,1,0,0,1,0,0,0,D
3469,C1(=CC=CCC1=CC=C)C.[HH]>>C1(=CC=CCC1CC=C)C,Hydrogenation,-27.961948046403187,-62.020837969030254,-114.23407654746626,-1020518.2378351911,-1020580.2586731601,526.0872154970432,411.85313894957693,C1(=CC=CCC1=CC=C)C,[HH],,C1(=CC=CCC1CC=C)C,,,10,4,0,1,0,0,1,0,0,0,D
3470,C1(=CC=CCC1=CC=C)C.[HH]>>C1(=CC=CCC1=CCC)C,Hydrogenation,-69.09809945269899,-102.78791508532595,-112.99619531318785,-1020518.2378351911,-1020621.0257502764,526.0872154970432,413.09102018385533,C1(=CC=CCC1=CC=C)C,[HH],,C1(=CC=CCC1=CCC)C,,,10,4,0,1,0,0,1,0,0,0,D
3471,C1(=CC)C(=CCC=C1)C=C.[HH]>>C1(=C)C(=CCC=C1)C=C.C,Hydrogenolysis,-35.980276875241444,-30.846200179541484,17.219777614287977,-1020483.914939376,-1020514.7611395555,543.6295064239691,560.8492840382571,C1(=CC)C(=CCC=C1)C=C,[HH],,C1(=C)C(=CCC=C1)C=C,C,,10,4,0,1,0,0,1,0,0,0,D
3472,C1(=CC)C(=CCC=C1)C=C.[HH]>>C(=C)C1=CCC=CC1CC,Hydrogenation,-43.226678128568004,-84.71498922095634,-139.15247725100903,-1020483.914939376,-1020568.6299285969,543.6295064239691,404.4770291729601,C1(=CC)C(=CCC=C1)C=C,[HH],,C(=C)C1=CCC=CC1CC,,,10,4,0,1,0,0,1,0,0,0,D
3473,C1(=CC)C(=CCC=C1)C=C.[HH]>>C(=C)C1C(=CC)C=CCC1,Hydrogenation,-48.960487462825704,-90.05202129296958,-137.8216797925336,-1020483.914939376,-1020573.9669606689,543.6295064239691,405.80782663143555,C1(=CC)C(=CCC=C1)C=C,[HH],,C(=C)C1C(=CC)C=CCC1,,,10,4,0,1,0,0,1,0,0,0,D
3474,C1(=CC)C(=CCC=C1)C=C.[HH]>>C1(=CC)C(=CCCC1)C=C,Hydrogenation,-56.50514163699413,-93.20406514883507,-123.08879259379825,-1020483.914939376,-1020577.1190045248,543.6295064239691,420.5407138301709,C1(=CC)C(=CCC=C1)C=C,[HH],,C1(=CC)C(=CCCC1)C=C,,,10,4,0,1,0,0,1,0,0,0,D
3475,C1(=CC)C(=CCC=C1)C=C.[HH]>>C1(=CCC=CC1=CC)CC,Hydrogenation,-80.2792050185474,-121.09873179544229,-136.90936366558742,-1020483.914939376,-1020605.0136711714,543.6295064239691,406.7201427583817,C1(=CC)C(=CCC=C1)C=C,[HH],,C1(=CCC=CC1=CC)CC,,,10,4,0,1,0,0,1,0,0,0,D
3476,C1(=C)C(=CCC=C1)C=CC.[HH]>>C1(=C)C(=CCC=C1)C=C.C,Hydrogenolysis,-51.34134924571943,-44.477313526324,23.022088611086474,-1020470.2838260292,-1020514.7611395555,537.8271954271706,560.8492840382571,C1(=C)C(=CCC=C1)C=CC,[HH],,C1(=C)C(=CCC=C1)C=C,C,,10,4,0,1,0,0,1,0,0,0,D
3477,C1(=C)C(=CCC=C1)C=CC.[HH]>>C1(=CCC=CC1C)C=CC,Hydrogenation,-68.19282284136642,-106.7430543389637,-129.29811000368034,-1020470.2838260292,-1020577.0268803681,537.8271954271706,408.5290854234903,C1(=C)C(=CCC=C1)C=CC,[HH],,C1(=CCC=CC1C)C=CC,,,10,4,0,1,0,0,1,0,0,0,D
3478,C1(=C)C(=CCC=C1)C=CC.[HH]>>C1(=C)C(CCC=C1)C=CC,Hydrogenation,-66.35759495075601,-106.27322731970344,-133.87768696611585,-1020470.2838260292,-1020576.5570533489,537.8271954271706,403.9495084610548,C1(=C)C(=CCC=C1)C=CC,[HH],,C1(=C)C(CCC=C1)C=CC,,,10,4,0,1,0,0,1,0,0,0,D
3479,C1(=C)C(=CCC=C1)C=CC.[HH]>>C1(=C)C(=CCCC1)C=CC,Hydrogenation,-68.38752890798027,-105.34771297732368,-123.96506479739531,-1020470.2838260292,-1020575.6315390065,537.8271954271706,413.8621306297753,C1(=C)C(=CCC=C1)C=CC,[HH],,C1(=C)C(=CCCC1)C=CC,,,10,4,0,1,0,0,1,0,0,0,D
3480,C1(=C)C(=CCC=C1)C=CC.[HH]>>C1(=C)C(=CCC=C1)CCC,Hydrogenation,-79.87564018143526,-122.1317724364344,-141.7277620493012,-1020470.2838260292,-1020592.4155984656,537.8271954271706,396.09943337786945,C1(=C)C(=CCC=C1)C=CC,[HH],,C1(=C)C(=CCC=C1)CCC,,,10,4,0,1,0,0,1,0,0,0,D
